8	109	1
8	117	3
8	177	3
8	362	3
8	428	3
8	548	1
10	151	2
10	206	2
10	284	2
10	334	2
10	429	2
11	117	2
11	306	1
11	548	2
15	84	2
15	348	2
15	537	2
17	189	2
21	107	1
21	522	4
23	65	2
23	340	2
23	354	2
23	457	2
23	461	2
23	511	1
35	47	4
35	117	1
35	118	3
35	196	1
35	217	2
35	424	5
40	117	1
40	194	1
40	362	1
40	428	1
40	548	1
42	63	1
42	92	1
42	132	2
42	208	3
42	315	1
42	321	1
42	554	4
43	522	1
47	118	1
50	117	1
50	348	2
50	375	1
50	545	1
60	105	2
60	206	10
60	242	2
60	284	1
60	366	2
60	374	1
60	408	1
60	446	1
60	476	2
60	524	2
60	554	1
62	73	1
62	117	1
62	180	2
62	189	2
62	190	3
62	270	2
62	399	1
62	456	1
62	475	2
62	501	1
62	515	2
63	92	2
63	208	1
63	554	2
65	340	2
65	354	2
65	457	2
65	461	2
68	208	2
68	315	2
68	479	1
68	554	2
70	189	2
70	276	2
70	418	1
70	419	1
73	180	2
73	189	2
73	190	2
73	260	1
73	270	1
73	399	1
73	501	2
84	348	2
84	537	2
89	254	6
89	367	2
89	511	6
89	529	6
92	208	1
92	554	2
105	366	2
107	522	3
109	117	8
109	177	1
109	189	1
109	198	1
109	226	2
109	348	2
109	362	3
109	390	1
109	428	3
109	547	1
109	548	6
117	119	1
117	126	1
117	147	2
117	158	2
117	159	4
117	162	2
117	177	3
117	189	7
117	190	1
117	191	4
117	192	1
117	196	2
117	197	2
117	198	6
117	211	7
117	226	2
117	247	1
117	260	1
117	300	2
117	302	2
117	306	4
117	348	19
117	362	14
117	383	2
117	390	2
117	418	9
117	419	2
117	428	15
117	456	3
117	467	2
117	468	2
117	475	4
117	498	2
117	515	4
117	547	7
117	548	19
118	424	2
119	126	1
119	348	2
120	479	1
120	554	2
122	189	2
122	243	2
122	418	2
126	348	2
132	208	2
132	554	2
133	206	1
133	208	1
133	446	2
133	522	3
133	554	4
141	194	2
147	162	2
147	362	2
147	428	2
149	215	2
149	269	2
149	423	2
149	465	2
151	206	2
151	284	2
151	334	2
151	429	2
153	215	4
153	433	1
153	434	3
158	192	1
158	197	1
158	418	1
158	548	1
159	418	2
159	498	2
160	189	1
160	204	2
160	243	1
160	247	1
160	418	2
162	362	2
162	428	2
166	215	2
166	394	2
166	432	2
166	465	2
166	565	2
168	182	3
168	446	3
175	206	5
175	284	4
175	408	3
177	362	3
177	428	3
177	548	1
180	189	4
180	190	4
180	260	1
180	270	3
180	399	2
180	475	1
180	501	3
180	515	1
182	446	3
189	190	5
189	191	1
189	192	1
189	193	2
189	194	4
189	204	1
189	211	2
189	226	1
189	231	2
189	243	2
189	260	1
189	270	3
189	276	2
189	286	2
189	301	2
189	306	5
189	328	2
189	348	2
189	362	1
189	399	2
189	418	6
189	419	2
189	428	1
189	456	2
189	468	1
189	475	1
189	501	4
189	515	1
189	547	1
189	548	1
190	192	1
190	231	1
190	260	1
190	270	3
190	301	1
190	399	2
190	456	2
190	475	2
190	501	3
190	515	2
191	301	1
191	306	1
191	348	1
191	418	2
191	548	1
192	231	1
192	301	1
192	456	1
193	286	1
193	501	1
194	211	1
194	231	1
194	265	1
194	286	1
194	306	1
194	328	2
194	456	2
196	247	1
196	418	1
197	348	1
197	418	1
197	548	1
198	211	5
198	226	1
198	348	5
198	362	5
198	428	5
198	547	5
198	548	6
204	243	1
204	247	1
204	418	2
206	208	2
206	242	2
206	265	1
206	284	9
206	334	2
206	374	1
206	408	4
206	429	2
206	446	1
206	476	1
206	522	2
206	524	1
206	554	3
208	265	1
208	315	3
208	321	2
208	375	1
208	420	2
208	446	1
208	479	1
208	522	2
208	554	15
211	306	2
211	328	1
211	348	5
211	362	5
211	428	5
211	547	5
211	548	5
215	269	3
215	394	2
215	423	3
215	432	2
215	433	1
215	434	3
215	465	5
215	565	2
217	424	2
226	362	1
226	428	1
226	547	1
226	548	2
229	522	3
231	301	1
231	456	1
242	284	1
242	408	1
243	247	1
243	418	4
244	295	2
244	348	2
244	396	2
244	463	1
244	483	2
247	418	2
254	367	2
254	368	1
254	511	7
254	529	6
260	348	1
260	475	1
260	501	1
260	515	1
265	522	1
265	554	1
269	423	3
269	465	3
270	399	2
270	475	1
270	501	2
270	515	1
276	418	2
276	419	1
284	334	2
284	408	3
284	429	2
295	348	3
295	396	3
295	463	2
295	483	3
296	331	2
296	511	2
301	418	1
301	456	1
302	348	2
302	467	1
306	328	2
306	419	1
306	548	2
314	368	4
314	511	4
315	321	1
315	479	1
315	554	4
321	420	1
321	554	2
324	522	2
331	511	2
332	348	1
332	554	1
334	429	2
340	354	2
340	457	2
340	461	2
348	362	5
348	375	1
348	390	1
348	396	3
348	418	1
348	419	1
348	428	5
348	456	1
348	463	2
348	467	1
348	475	2
348	483	3
348	515	2
348	537	2
348	541	2
348	545	2
348	547	5
348	548	6
354	457	2
354	461	2
362	428	14
362	547	6
362	548	9
367	511	2
367	529	2
368	511	5
374	446	1
374	522	1
375	545	1
375	554	1
382	434	2
382	465	3
382	472	3
383	418	1
394	432	2
394	465	2
394	565	2
396	463	2
396	483	3
399	501	2
418	480	2
418	498	2
418	548	1
420	554	3
423	465	3
423	554	2
428	547	6
428	548	10
432	465	2
432	565	2
433	465	1
433	472	1
434	465	3
434	472	3
436	446	2
446	522	8
446	554	8
456	475	3
456	515	3
457	461	2
463	483	2
465	472	7
465	511	1
465	565	2
475	515	5
476	524	2
479	554	2
511	529	6
522	554	7
547	548	7
