8	144	4
8	381	1
8	962	1
13	449	1
13	669	2
15	70	1
15	144	2
15	170	2
15	209	2
15	362	1
15	368	1
15	609	2
15	753	1
15	814	2
17	23	2
17	101	2
17	714	2
17	722	2
17	808	2
17	832	2
17	986	2
19	315	2
19	484	2
19	544	2
19	549	2
19	669	2
20	355	2
20	428	1
20	469	2
20	802	2
20	923	2
22	70	1
22	144	1
22	156	2
22	217	1
22	833	1
22	864	2
23	101	2
23	714	2
23	722	2
23	808	2
23	832	2
23	986	2
24	355	2
24	508	1
24	927	2
31	132	2
31	235	2
31	355	2
31	831	2
31	939	2
34	109	1
34	193	2
34	443	4
34	542	1
34	913	4
40	570	2
40	809	2
46	330	2
46	351	2
46	513	2
46	675	2
46	809	2
55	733	2
55	913	3
56	609	1
56	814	1
56	934	1
57	69	1
57	305	1
57	876	2
57	922	2
57	926	1
60	259	2
60	260	1
60	266	4
60	391	4
60	402	4
60	449	4
60	639	3
60	950	4
62	189	2
62	543	2
62	669	2
62	853	2
68	97	2
68	106	3
68	138	3
68	913	3
69	226	1
69	876	1
69	922	2
69	926	1
69	927	1
70	144	6
70	156	1
70	209	2
70	217	2
70	350	1
70	355	3
70	362	1
70	368	1
70	753	1
70	757	2
70	833	4
70	864	2
70	884	1
70	980	2
73	258	8
73	288	8
73	522	2
73	562	2
73	907	8
73	911	8
76	431	3
76	505	3
76	552	3
76	580	3
76	888	2
76	889	1
77	446	1
77	449	2
78	142	1
78	144	2
78	412	1
78	473	1
78	859	1
78	884	1
80	169	2
80	576	2
80	669	1
84	91	2
84	814	2
84	866	2
84	932	1
85	167	2
85	213	2
85	216	2
85	228	2
85	355	2
85	449	2
85	530	2
85	649	2
85	669	2
89	93	2
89	264	3
89	446	3
89	449	6
89	860	3
89	960	4
91	120	3
91	229	1
91	302	1
91	305	1
91	480	1
91	481	2
91	768	1
91	814	2
91	866	2
91	932	1
91	1000	1
93	446	2
93	449	2
93	860	2
93	960	2
97	106	3
97	138	3
97	913	3
101	714	2
101	722	2
101	808	2
101	832	2
101	986	2
102	174	2
102	223	2
102	320	1
102	325	2
102	334	2
102	418	1
102	429	1
102	478	1
102	490	2
102	777	1
102	814	2
102	997	1
106	138	4
106	913	5
109	443	1
109	505	1
109	913	2
120	481	1
127	144	2
127	240	1
127	252	1
127	473	1
127	592	1
127	844	1
131	140	2
131	229	2
131	311	2
131	662	1
131	718	2
131	720	1
131	814	2
131	869	2
131	874	2
131	905	1
131	907	1
131	911	2
132	235	2
132	355	2
132	831	2
132	939	2
138	913	4
140	229	2
140	311	2
140	662	1
140	718	2
140	720	1
140	814	2
140	869	2
140	874	2
140	905	1
140	907	1
140	911	2
142	144	2
142	209	1
142	473	1
142	745	1
142	980	1
144	152	2
144	156	1
144	166	3
144	200	2
144	209	19
144	217	3
144	225	2
144	240	5
144	252	2
144	277	1
144	331	1
144	343	1
144	350	3
144	351	1
144	355	5
144	362	3
144	368	9
